omega
0.0
0.4753429944736197
0.6988652375321515
0.7795403368188749
0.7765641269228122
0.7271240044101938
0.6546663572004239
0.5737021620294827
0.49289714285450836
0.4171192830283672
0.34880684851756255
0.28888136409353493
0.23735265260953706
0.19371500261289737
0.15720201115337398
0.12694638476767403
0.10207642632677413
0.08177090104488527
0.06528703847757228
0.051971633341870625
0.04126190262696191
0.03268048717425506
0.0258274374087223
0.020370974812001535
0.016038118807190933
0.012605805085791504
0.009892820713146904
0.007752691151491655
0.006067538275298504
0.004742861444625938
