time,0.0.0.0,0.0.0.1,0.0.0.2,0.0.0.3,0.0.0.4,0.0.1.0,0.0.1.1,0.0.1.2,0.0.2.0,0.0.2.1,0.0.2.2,0.0.3.0,0.0.3.1,0.0.3.2,0.0.3.3,0.0.4.0,0.0.4.1,0.0.4.2,0.0.4.3,0.0.4.4,0.0.4.5,0.0.4.6,0.0.4.7,0.0.4.8,0.1.0.0,0.1.0.1,0.1.0.2,0.1.0.3,0.1.0.4,0.1.0.5,0.1.0.6,0.1.0.7,0.1.0.8,0.1.1.0,0.1.1.1,0.1.1.2,0.1.1.3,0.1.1.4,0.1.1.5,0.1.2.0,0.1.2.1,0.1.2.2,0.1.2.3,0.1.2.4,0.1.2.5,0.1.2.6,0.1.3.0,0.1.3.1,0.1.4.0,0.1.4.1,0.1.4.2,0.1.4.3,0.1.4.4,0.1.4.5,0.1.4.6,0.1.4.7,1.0.0.0,1.0.0.1,1.0.0.2,1.0.0.3,1.0.0.4,1.0.0.5,1.0.0.6,1.0.0.7,1.0.0.8,1.0.1.0,1.0.1.1,1.0.1.2,1.0.1.3,1.0.1.4,1.0.2.0,1.0.2.1,1.0.3.0,1.0.3.1,1.0.3.2,1.0.4.0,1.0.4.1,1.0.4.2,1.0.4.3,1.0.4.4,1.1.0.0,1.1.0.1,1.1.1.0,1.1.1.1,1.1.1.2,1.1.2.0,1.1.2.1,1.1.2.2,1.1.2.3,1.1.2.4,1.1.3.0,1.1.3.1,1.1.3.2,1.1.3.3,1.1.3.4,1.1.4.0,1.1.4.1,1.1.4.2,1.1.4.3,1.1.4.4
0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
0.016666666666666666,0.0,0.0,0.0,1.0,1.0,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
0.03333333333333333,0.0,0.0,0.0,0.7341223588033464,0.7341223588033468,,,,,,,0.734122358803347,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.734122358803347,0.0,,0.0,1.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.7341223588033468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7341223588033469,,,,,,,,,,,0.7341223588033468,0.0,0.7341223588033468,0.0,0.0,,,,,,,,,,,,,,,,,,,,
0.05,0.0,0.0,0.0,0.4414621316694246,0.4414621316694247,,,,,,,0.4414621316694248,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.44146213166942483,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.37269171581591803,0.0,0.4414621316694247,0.0,0.372691715815918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44146213166942483,,,,,,,,,,,0.4414621316694247,0.0,0.44146213166942483,0.0,0.0,,,,,,,,,,,,,,,,,,,,
0.06666666666666667,0.0,0.0,0.0,0.24361912756423587,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.372691715815918,0.0,0.24361912756423598,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.37269171581591787,0.0,1.0,0.0,0.24361912756423587,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.37269171581591787,0.372691715815918,0.24361912756423584,,,,,,,,,,,0.24361912756423587,0.0,0.2436191275642359,0.0,0.0,,,,,,,,,,,,,,,,,,,,
0.08333333333333333,0.3726917158159179,0.0,0.0,0.12812456605706127,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,1.0,0.0,0.1281245660570613,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.7341223588033468,0.0,0.12812456605706127,0.0,0.7341223588033468,0.0,0.372691715815918,0.0,0.0,0.0,1.0,1.0,0.12812456605706127,,,,,,,,,,,0.1281245660570612,0.3726917158159179,0.12812456605706127,0.0,0.0,,,,,,,,,,,,,,,,,,,,
0.1,1.0,0.0,0.0,0.06533830257923916,0.0,,,,,,,0.0,0.0,0.0,0.372691715815918,,,,,,,,,,0.0,0.7341223588033469,0.0,0.06533830257923919,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.7341223588033466,0.0,0.0,0.0,0.06533830257923917,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7341223588033466,0.7341223588033468,0.06533830257923917,,,,,,,,,,,0.06533830257923917,1.0,0.06533830257923916,0.3726917158159178,0.37269171581591803,,,,,,,,,,,,,,,,,,,,
0.11666666666666667,0.7341223588033469,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,1.0,,,,,,,,,,0.0,0.4414621316694248,0.3726917158159179,0.032612909704397355,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.4414621316694247,0.0,0.0,0.0,0.0,0.372691715815918,0.0,0.0,0.7341223588033469,0.37269171581591803,0.0,0.0,0.44146213166942466,0.4414621316694248,0.03261290970439735,,,,,,,,,,,0.03261290970439731,0.7341223588033468,0.03261290970439735,1.0,1.0,,,,,,,,,,,,,,,,,,,,
0.13333333333333333,0.4414621316694247,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.7341223588033465,,,,,,,,,,0.0,0.2436191275642358,1.0,0.016023387153569924,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.372691715815918,0.0,0.0,0.0,0.372691715815918,0.0,1.0,0.0,0.0,0.4414621316694246,1.0,0.372691715815918,0.0,0.2436191275642359,0.2436191275642359,0.01602338715356991,,,,,,,,,,,0.0,0.4414621316694247,0.0,0.7341223588033468,0.734122358803347,,,,,,,,,,,,,,,,,,,,
0.15,0.2436191275642359,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.4414621316694247,,,,,,,,,,0.0,0.1281245660570611,0.7341223588033465,0.0077778439072703565,0.372691715815918,,0.37269171581591803,0.0,0.0,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7341223588033468,0.0,0.372691715815918,0.24361912756423587,0.7341223588033469,1.0,0.0,0.12812456605706124,0.12812456605706127,0.007777843907270351,,,,,,,,,,,0.0,0.2436191275642359,0.0,0.4414621316694247,0.44146213166942483,,,,,,,,,,,,,,,,,,,,
